ID_Venda;Data_Venda;ID_Cliente;ID_Produto;ID_Cidade;Quantidade;Preco_Unitario;Custo_Unitario;Receita;Desconto;Canal_Venda;Forma_Pagamento;Lucro_Real;Lucro_Real_1
40768;2025-07-03;18027;39;3;1;46.05;35.05;46.05;8.29;App;Crédito;2.710000000000001;2.710000000000001
40769;2024-12-23;12434;35;6;3;41.17;24.86;123.51;4.81;Site;PIX;34.5;44.120000000000005
40770;2024-09-25;9243;58;10;2;144.91;83.83;289.82;49.35;Marketplace;Crédito;23.460000000000008;72.81
40771;2024-11-23;7108;1;7;1;55.22;23.91;55.22;9.94;Marketplace;Crédito;21.37;21.37
40772;2025-10-26;17268;35;7;1;40.17;26.26;40.17;7.23;Marketplace;Boleto;6.679999999999996;6.679999999999996
40773;2026-02-11;14891;24;5;2;56.2;32.26;112.4;2.97;Loja Física;Débito;41.94000000000001;44.91000000000001
40774;2025-10-31;4915;40;3;2;119.76;94.0;239.52;4.15;Marketplace;Boleto;43.22;47.370000000000005
40775;2024-06-29;12922;20;2;5;41.13;30.14;205.65;13.11;Site;PIX;-10.599999999999966;41.84000000000003
40776;2025-06-09;4424;24;7;3;51.84;27.67;155.52;27.99;App;Crédito;-11.459999999999994;44.52000000000001
40777;2024-10-23;14679;39;4;2;49.25;30.05;98.5;17.73;Site;Crédito;2.9399999999999977;20.669999999999995
40779;2025-07-26;18678;58;8;2;158.53;78.44;317.06;1.24;App;PIX;157.7;158.94
40780;2025-07-26;11163;58;2;2;160.35;88.09;320.7;50.31;Marketplace;PIX;43.89999999999998;94.20999999999998
40781;2024-11-25;16646;25;6;7;45.61;30.59;319.27;2.1;Marketplace;PIX;90.44;103.03999999999996
40782;2025-03-24;10044;20;4;5;43.1;33.59;215.5;1.27;Site;PIX;41.19999999999996;46.27999999999997
40783;2024-10-03;13159;3;9;1;409.01;246.9;409.01;73.62;Site;Crédito;88.48999999999998;88.48999999999998
40784;2025-03-16;1721;22;5;1;309.55;272.59;309.55;55.72;Site;Crédito;-18.759999999999962;-18.759999999999962
40785;2024-07-02;11270;25;4;1;49.44;32.38;49.44;8.9;Site;Crédito;8.159999999999997;8.159999999999997
40786;2024-12-17;5447;57;8;3;42.2;31.3;126.6;0.73;Marketplace;Crédito;30.51000000000002;31.97
40787;2026-04-26;17922;58;3;5;168.38;83.95;841.9;50.08;Marketplace;PIX;171.75;372.06999999999994
40788;2024-12-14;1822;13;9;1;351.96;282.7;351.96;63.35;Marketplace;PIX;5.909999999999968;5.909999999999968
40790;2024-11-26;9993;35;8;1;34.89;24.61;34.89;4.24;Site;Crédito;6.039999999999999;6.039999999999999
40791;2025-09-07;999999;3;10;1;380.46;220.58;380.46;68.48;Site;Crédito;91.39999999999995;91.39999999999995
40792;2025-06-12;6649;22;5;2;337.06;268.07;674.12;33.58;Marketplace;Boleto;70.82000000000005;104.39999999999998
40794;2026-01-27;11582;58;10;5;153.87;90.75;769.35;1.43;Marketplace;Boleto;308.45000000000005;314.1700000000001
40795;2026-01-31;7113;2;9;1;327.44;311.98;327.44;51.57;Loja Física;PIX;-36.110000000000014;-36.110000000000014
40797;2025-12-03;5753;23;1;7;313.23;244.9;2192.61;58.45;Marketplace;Crédito;69.16000000000031;419.86000000000035
40798;2025-10-02;3547;48;6;2;305.11;107.5;610.22;108.88;App;Crédito;177.46000000000004;286.34000000000003
40799;2024-09-09;18487;35;1;1;33.98;28.62;33.98;4.59;Site;Débito;0.769999999999996;0.769999999999996
40800;2025-02-04;19867;38;10;1;43.88;27.47;43.88;7.9;Marketplace;Crédito;8.510000000000005;8.510000000000005
40801;2025-06-28;18780;47;10;2;253.84;274.41;507.68;85.01;Marketplace;Boleto;-211.16000000000008;-126.15000000000003
40802;2025-04-27;2119;24;10;5;49.73;27.23;248.65;33.02;Marketplace;Boleto;-52.60000000000004;79.47999999999996
40803;2025-11-28;3069;57;7;3;37.9;29.21;113.7;20.47;Marketplace;PIX;-35.339999999999996;5.599999999999994
40804;2024-12-10;17826;3;7;1;404.22;249.92;404.22;35.17;Marketplace;Crédito;119.13000000000002;119.13000000000002
40805;2024-10-23;17457;60;1;1;272.56;117.59;272.56;49.06;Site;Crédito;105.91;105.91
40806;2026-02-15;5256;1;10;2;51.51;27.52;103.02;0.68;App;PIX;46.62;47.29999999999999
40807;2026-03-01;14505;58;5;7;164.32;80.43;1150.24;152.56;App;PIX;-480.69000000000005;434.6700000000001
40808;2025-06-29;2290;9;3;3;44.68;23.58;134.04;24.13;Marketplace;PIX;-9.08999999999999;39.17
40809;2026-01-24;12067;38;2;2;42.92;31.2;85.84;15.45;App;PIX;-7.459999999999994;7.990000000000002
40810;2024-06-19;3267;34;5;1;422.72;339.18;422.72;72.28;Site;PIX;11.260000000000048;11.260000000000048
40811;2024-10-02;16647;35;5;1;38.37;28.33;38.37;6.91;Marketplace;Crédito;3.129999999999999;3.129999999999999
40812;2025-08-25;7532;25;2;1;49.16;34.21;49.16;3.6;App;Crédito;11.349999999999994;11.349999999999994
40814;2025-11-23;7590;38;7;2;44.51;31.69;89.02;16.02;Marketplace;PIX;-6.400000000000006;9.619999999999997
40817;2025-06-03;4636;23;4;5;300.37;267.37;1501.85;105.78;Marketplace;Crédito;-363.89999999999986;59.22000000000003
40821;2026-05-15;9994;24;4;3;54.63;30.19;163.89;29.5;Marketplace;PIX;-15.179999999999993;43.82000000000001
40822;2025-05-06;13722;25;2;4;45.65;30.64;182.6;16.64;App;PIX;-6.52000000000001;43.39999999999998
40823;2024-05-22;7141;24;1;5;55.33;31.83;276.65;12.55;Site;Crédito;54.75000000000003;104.94999999999999
40824;2024-11-25;14493;25;8;1;45.57;29.85;45.57;8.2;Site;PIX;7.520000000000003;7.520000000000003
40825;2025-07-02;815;25;2;1;44.56;32.82;44.56;6.8;App;PIX;4.940000000000005;4.940000000000005
40826;2024-12-30;11108;38;4;5;50.78;27.16;253.9;45.7;Marketplace;PIX;-110.40000000000002;72.39999999999998
40828;2025-12-26;4138;1;5;1;56.5;26.79;56.5;0.97;Site;Crédito;28.740000000000002;28.740000000000002
40829;2024-08-01;3095;57;2;2;42.09;28.5;84.18;15.15;Site;PIX;-3.1199999999999903;12.030000000000001
40830;2026-04-14;13499;1;10;4;51.08;26.14;204.32;36.78;Marketplace;Boleto;-47.360000000000014;62.97999999999999
40832;2026-01-23;2408;31;2;2;206.25;104.8;412.5;25.8;Marketplace;PIX;151.29999999999998;177.1
40833;2025-09-27;2262;38;6;3;49.94;29.31;149.82;26.97;Loja Física;Débito;-19.019999999999996;34.92
40834;2024-08-30;14513;33;7;8;56.34;27.3;450.72;34.54;Marketplace;PIX;-43.99999999999997;197.78
40835;2025-09-05;16089;49;6;6;226.13;118.12;1356.78;102.1;Marketplace;Crédito;35.460000000000036;545.96
40836;2025-06-23;6844;39;4;1;45.11;30.5;45.11;8.12;App;PIX;6.490000000000002;6.490000000000002
40837;2024-11-04;3924;39;1;7;46.38;35.18;324.66;30.36;Site;Crédito;-134.11999999999998;48.04000000000002
40838;2026-01-17;19900;33;2;3;49.93;25.06;149.79;0.43;Site;PIX;73.32000000000001;74.17999999999999
40839;2026-04-24;12231;20;10;2;43.11;29.11;86.22;9.73;Site;PIX;8.539999999999992;18.269999999999996
40840;2026-05-31;11858;39;10;2;45.63;30.66;91.26;16.43;Site;Boleto;-2.9199999999999946;13.510000000000012
40841;2026-06-07;17894;20;6;8;42.9;32.32;343.2;1.12;Site;PIX;75.68;83.51999999999998
40842;2025-08-21;6158;25;8;1;46.45;35.7;46.45;8.36;Marketplace;Boleto;2.3900000000000006;2.3900000000000006
40844;2025-08-26;144;39;7;1;44.02;33.37;44.02;5.71;Marketplace;Débito;4.940000000000005;4.940000000000005
40845;2025-09-23;1926;51;9;1;294.34;222.36;294.34;52.98;Marketplace;Débito;18.99999999999997;18.99999999999997
40846;2025-05-07;8298;1;4;2;55.77;24.52;111.54;20.08;Marketplace;Boleto;22.34000000000001;42.42000000000001
40847;2026-03-15;102;39;7;4;50.49;32.3;201.96;22.08;App;Crédito;-15.559999999999974;50.68000000000001
40848;2025-10-24;13826;39;7;6;49.43;33.16;296.58;21.68;Site;Boleto;-32.45999999999998;75.94
40849;2024-10-12;11827;25;10;4;47.28;30.7;189.12;15.43;App;Crédito;4.6000000000000085;50.89
40850;2024-09-04;2957;35;9;2;35.6;25.23;71.2;12.82;Site;Boleto;-4.899999999999999;7.920000000000002
40851;2025-10-22;5801;58;3;3;149.08;85.49;447.24;11.08;Marketplace;Crédito;157.53000000000003;179.69000000000005
40852;2024-06-08;7691;35;1;1;34.09;27.25;34.09;6.14;Marketplace;Boleto;0.7000000000000028;0.7000000000000028
40853;2024-08-08;193;24;8;1;50.59;30.37;50.59;1.65;Site;Débito;18.570000000000004;18.570000000000004
40854;2026-01-02;6932;33;4;2;53.56;29.27;107.12;9.53;Marketplace;Crédito;29.520000000000003;39.050000000000004
40856;2025-02-27;7233;24;5;3;57.14;28.83;171.42;2.63;App;PIX;77.04;82.30000000000003
40860;2026-05-11;11617;35;4;1;39.15;25.48;39.15;7.05;Site;PIX;6.620000000000001;6.620000000000001
40861;2025-04-16;15395;3;8;1;416.28;234.45;416.28;59.58;Marketplace;PIX;122.25;122.25
40862;2024-05-27;19396;1;9;1;49.56;26.4;49.56;2.0;Marketplace;Boleto;21.160000000000004;21.160000000000004
40863;2026-01-10;19584;60;8;3;264.29;115.72;792.87;142.72;Marketplace;PIX;17.550000000000068;302.9900000000001
40864;2025-09-17;10039;1;1;2;55.68;25.42;111.36;1.82;Marketplace;PIX;56.879999999999995;58.7
40865;2024-09-06;15106;46;8;1;330.57;273.35;330.57;59.5;Marketplace;Boleto;-2.2800000000000296;-2.2800000000000296
40866;2026-03-22;13040;1;5;1;56.0;29.02;56.0;10.08;Loja Física;Débito;16.900000000000002;16.900000000000002
40867;2025-07-01;5183;13;1;1;348.36;250.84;348.36;62.7;Site;PIX;34.82000000000002;34.82000000000002
40868;2026-04-04;13232;1;9;1;53.83;25.88;53.83;9.69;App;PIX;18.26;18.26
40869;2024-10-30;6497;1;9;1;49.78;24.04;49.78;1.67;Marketplace;PIX;24.07;24.07
40870;2026-05-17;16936;33;7;7;54.61;24.25;382.27;25.6;Marketplace;PIX;33.31999999999999;186.91999999999996
40872;2025-02-04;3617;25;1;2;45.24;33.83;90.48;4.52;Site;Crédito;13.780000000000001;18.30000000000001
40873;2025-05-12;14561;35;9;1;37.58;28.55;37.58;3.11;App;PIX;5.919999999999998;5.919999999999998
40874;2025-07-05;9792;12;1;4;289.62;249.15;1158.48;59.12;Marketplace;PIX;-74.60000000000002;102.7600000000001
40875;2026-04-01;5573;31;7;3;190.13;91.87;570.39;0.99;App;PIX;291.80999999999995;293.78999999999996
40876;2026-01-04;14290;1;9;2;47.21;27.45;94.42;17.0;Marketplace;PIX;5.520000000000003;22.520000000000003
40879;2024-08-11;7099;13;6;2;353.36;267.52;706.72;127.21;App;PIX;-82.7399999999999;44.47000000000003
40880;2025-01-30;19791;31;2;1;214.38;93.36;214.38;38.59;Marketplace;Débito;82.42999999999999;82.42999999999999
40881;2024-08-24;8252;34;2;2;443.77;316.15;887.54;19.37;Loja Física;Débito;216.5;235.87
40882;2025-09-25;14518;9;10;2;47.14;26.13;94.28;14.47;Site;Crédito;13.080000000000005;27.550000000000004
40883;2025-04-24;18939;39;9;7;49.07;32.04;343.49;12.7;Marketplace;PIX;30.31000000000003;106.51000000000002
40884;2024-10-01;17283;25;1;1;52.66;34.35;52.66;2.07;Marketplace;Crédito;16.239999999999995;16.239999999999995
40886;2026-01-16;11042;38;5;6;50.98;27.8;305.88;13.96;Marketplace;PIX;55.319999999999965;125.12
40887;2025-04-10;16713;23;7;6;289.89;248.68;1739.34;0.62;Site;Boleto;243.53999999999996;246.6400000000001
40888;2026-03-03;7070;40;10;2;130.94;91.08;261.88;28.77;App;PIX;22.180000000000007;50.94999999999999
40889;2026-01-26;3741;33;6;2;51.98;25.99;103.96;3.17;Site;PIX;45.63999999999999;48.809999999999995
40890;2025-01-01;8059;25;6;2;46.3;30.69;92.6;11.05;Site;Débito;9.119999999999997;20.169999999999995
40891;2026-05-30;11379;5;6;1;181.24;89.75;181.24;32.62;Marketplace;PIX;58.870000000000005;58.870000000000005
40892;2026-02-04;5202;33;8;1;50.7;28.44;50.7;9.13;Loja Física;Débito;13.129999999999999;13.129999999999999
40893;2026-01-29;6609;38;7;2;43.75;29.08;87.5;8.44;Marketplace;PIX;12.460000000000008;20.900000000000006
40894;2025-07-09;10047;33;5;1;55.95;28.08;55.95;10.07;Marketplace;Débito;17.800000000000004;17.800000000000004
40895;2026-05-04;18000;58;10;2;144.79;79.47;289.58;11.71;Site;Crédito;107.21999999999997;118.93
40896;2026-02-11;3455;2;2;1;338.77;300.61;338.77;60.98;App;Crédito;-22.82000000000005;-22.82000000000005
40897;2025-10-14;11332;24;10;2;56.83;30.38;113.66;1.82;Loja Física;Débito;49.26;51.080000000000005
40899;2025-08-12;4151;58;10;3;147.33;88.02;441.99;60.08;App;Crédito;-2.3099999999999454;117.85000000000002
40900;2025-11-13;8019;25;5;1;50.68;34.03;50.68;9.12;Site;PIX;7.530000000000001;7.530000000000001
40902;2025-05-12;8314;20;10;1;44.89;33.06;44.89;1.55;Site;Débito;10.280000000000001;10.280000000000001
40903;2025-04-13;3228;35;5;2;37.05;27.14;74.1;3.6;Marketplace;Boleto;12.61999999999999;16.22
40904;2026-05-01;10848;31;9;1;187.06;94.78;187.06;20.38;Marketplace;PIX;71.9;71.9
40906;2025-12-31;6844;1;6;2;47.71;27.66;95.42;17.18;Marketplace;PIX;5.740000000000002;22.92000000000001
40907;2026-03-03;15535;57;9;4;37.7;29.24;150.8;14.88;Site;Débito;-25.679999999999993;18.960000000000022
40908;2026-05-27;7845;9;10;5;42.75;24.85;213.75;38.48;Marketplace;Crédito;-102.89999999999998;51.02000000000001
40909;2025-05-23;7858;1;5;1;51.12;24.5;51.12;9.2;Marketplace;PIX;17.42;17.42
40910;2025-04-24;174;48;6;2;262.17;110.77;524.34;34.65;App;Crédito;233.50000000000003;268.1500000000001
40911;2026-02-24;7683;23;10;7;296.22;240.98;2073.54;61.55;Site;Crédito;-44.169999999999845;325.1300000000001
40912;2025-06-02;11073;39;4;4;49.25;34.28;197.0;2.82;Loja Física;Crédito;48.599999999999994;57.06
40913;2026-05-15;18803;33;5;1;47.96;29.22;47.96;8.63;Site;Boleto;10.11;10.11
40914;2026-01-01;2954;24;8;6;54.49;28.37;326.94;2.21;Marketplace;PIX;143.46;154.51000000000002
40916;2025-01-28;19294;46;1;1;319.29;280.61;319.29;33.48;Site;PIX;5.199999999999989;5.199999999999989
40917;2026-03-10;7142;24;10;2;52.1;31.54;104.2;0.68;App;PIX;39.760000000000005;40.44
40918;2025-01-10;4129;40;4;2;135.28;84.67;270.56;29.37;Marketplace;PIX;42.47999999999999;71.85
40919;2024-07-09;11301;24;10;4;53.36;27.9;213.44;4.81;App;Crédito;82.6;97.03
40920;2025-03-01;7455;9;3;1;42.59;27.18;42.59;5.25;Site;PIX;10.160000000000004;10.160000000000004
40921;2024-10-05;12570;39;5;2;46.89;31.07;93.78;9.46;Marketplace;Crédito;12.719999999999999;22.179999999999993
40922;2026-03-15;10748;24;10;4;53.85;29.75;215.4;10.57;Site;Crédito;54.120000000000005;85.83000000000001
40923;2026-06-05;5566;58;8;3;170.09;75.8;510.27;91.85;Site;Crédito;7.32000000000005;191.01999999999998
40924;2024-08-22;2135;1;1;2;51.09;24.59;102.18;18.39;Marketplace;PIX;16.220000000000006;34.61000000000001
40925;2025-03-01;6622;33;5;4;56.89;24.87;227.56;12.54;Marketplace;Crédito;77.92;115.54
40926;2026-04-01;15889;20;5;2;42.59;30.05;85.18;15.33;App;Crédito;-5.579999999999991;9.750000000000007
40927;2025-06-01;4439;60;2;2;258.72;110.6;517.44;2.37;Site;PIX;291.50000000000006;293.87000000000006
40928;2024-07-24;14599;39;5;2;43.73;32.26;87.46;9.12;Marketplace;PIX;4.700000000000003;13.819999999999993
40930;2025-09-26;8683;57;10;1;37.18;27.02;37.18;1.42;Marketplace;PIX;8.739999999999998;8.739999999999998
40931;2025-01-04;8294;25;7;3;51.46;30.08;154.38;7.53;Marketplace;PIX;41.55;56.61
40932;2026-04-02;6730;39;2;1;45.81;31.33;45.81;8.25;Marketplace;Crédito;6.230000000000004;6.230000000000004
40933;2025-10-08;6626;35;6;2;37.6;24.55;75.2;6.27;App;Crédito;13.560000000000002;19.830000000000005
40934;2024-10-05;12043;57;10;1;40.61;28.03;40.61;5.17;Site;Crédito;7.409999999999997;7.409999999999997
40935;2026-01-09;13336;24;1;2;49.7;27.85;99.4;17.89;Site;PIX;7.920000000000002;25.810000000000002
40936;2024-09-09;10740;57;10;2;42.9;30.63;85.8;5.68;Loja Física;Débito;13.18;18.860000000000007
40937;2025-02-25;15403;33;10;1;47.54;24.5;47.54;5.38;App;Crédito;17.659999999999997;17.659999999999997
40938;2024-05-29;10339;24;3;2;54.31;30.55;108.62;11.91;Marketplace;Crédito;23.70000000000001;35.61000000000001
40939;2026-03-04;18827;47;6;3;256.42;245.09;769.26;119.99;App;Crédito;-325.97999999999996;-86.0
40940;2024-12-16;19138;43;9;1;358.78;298.4;358.78;1.56;Site;Crédito;58.81999999999999;58.81999999999999
40941;2026-05-27;12417;35;1;4;34.26;25.1;137.04;2.11;Marketplace;Crédito;28.19999999999999;34.52999999999997
40942;2026-02-14;6635;43;6;2;341.05;282.56;682.1;10.97;Marketplace;PIX;95.03999999999996;106.00999999999999
40945;2024-07-09;18580;58;2;2;169.35;81.98;338.7;6.21;Marketplace;PIX;162.31999999999996;168.53
40946;2026-03-27;6911;38;3;4;47.76;31.23;191.04;0.97;Site;PIX;62.239999999999995;65.14999999999999
40947;2025-08-16;6850;25;2;1;45.23;29.82;45.23;8.14;App;PIX;7.269999999999996;7.269999999999996
40948;2025-07-02;11373;2;4;1;326.89;347.42;326.89;10.94;Marketplace;PIX;-31.470000000000027;-31.470000000000027
40949;2025-10-07;10110;40;4;1;136.92;86.47;136.92;15.23;Site;PIX;35.219999999999985;35.219999999999985
40950;2026-04-29;5703;35;10;3;36.89;25.9;110.67;0.97;Site;Crédito;30.060000000000016;32.000000000000014
40952;2025-06-02;11525;33;8;2;53.01;24.98;106.02;19.08;Loja Física;Crédito;17.9;36.98
40953;2025-10-17;4936;23;5;2;318.23;232.89;636.46;114.56;Site;Crédito;-58.43999999999994;56.12000000000012
40956;2025-03-01;6745;9;2;4;50.75;24.17;203.0;12.93;Marketplace;Crédito;54.599999999999994;93.38999999999999
40957;2025-05-09;8481;9;7;2;49.81;25.6;99.62;16.95;Marketplace;PIX;14.519999999999996;31.47
40958;2025-02-07;17573;33;10;1;54.84;28.86;54.84;9.87;Site;PIX;16.110000000000007;16.110000000000007
40959;2026-05-21;3408;39;9;1;47.4;32.59;47.4;8.53;Marketplace;Boleto;6.279999999999994;6.279999999999994
40960;2026-03-05;11961;39;7;4;44.11;34.72;176.44;25.96;Marketplace;PIX;-66.28;11.599999999999994
40961;2025-09-24;5386;31;5;6;224.43;103.66;1346.58;26.39;Marketplace;Crédito;566.2800000000002;698.2299999999998
40962;2025-12-28;11811;38;4;3;45.12;28.58;135.36;4.1;Site;PIX;37.31999999999999;45.519999999999996
40963;2024-09-04;13495;5;8;4;170.67;78.71;682.68;8.58;App;Crédito;333.5199999999999;359.25999999999993
40965;2025-09-19;11762;40;5;6;128.6;95.0;771.6;30.57;Site;PIX;18.180000000000064;171.02999999999986
40966;2026-06-13;4881;20;7;4;44.91;30.81;179.64;32.34;Marketplace;PIX;-72.96000000000002;24.059999999999988
40967;2025-04-13;14862;12;3;1;346.55;287.64;346.55;62.38;Site;PIX;-3.4699999999999704;-3.4699999999999704
40968;2024-07-08;19044;35;9;2;40.88;23.73;81.76;0.35;Site;PIX;33.6;33.95000000000001
40969;2026-03-24;18788;9;4;1;49.32;26.35;49.32;8.88;Loja Física;Crédito;14.089999999999996;14.089999999999996
40970;2024-08-28;14615;25;4;1;45.35;30.93;45.35;8.16;Marketplace;PIX;6.259999999999998;6.259999999999998
40971;2025-07-09;19059;48;8;1;287.77;126.44;287.77;51.8;Site;PIX;109.52999999999997;109.52999999999997
40973;2024-08-28;9939;20;1;2;48.78;30.64;97.56;7.22;Site;PIX;21.840000000000003;29.060000000000002
40974;2025-09-22;16613;46;2;3;340.76;301.89;1022.28;162.42;App;Crédito;-370.65;-45.809999999999945
40977;2026-04-15;13788;2;7;1;359.69;306.93;359.69;64.74;App;PIX;-11.980000000000018;-11.980000000000018
40978;2026-05-21;13813;38;9;3;46.77;30.75;140.31;6.19;Marketplace;Crédito;29.49000000000001;41.870000000000005
40979;2025-04-28;2906;40;3;5;117.67;99.09;588.35;53.99;Marketplace;PIX;-177.05000000000007;38.90999999999997
40980;2024-10-17;2946;33;5;5;55.9;27.43;279.5;12.92;App;PIX;77.74999999999997;129.42999999999998
40981;2024-07-07;381;43;5;1;322.74;262.77;322.74;42.06;Marketplace;PIX;17.910000000000025;17.910000000000025
40982;2024-10-17;4794;57;10;1;39.65;29.83;39.65;2.6;Marketplace;Boleto;7.219999999999999;7.219999999999999
40983;2025-12-05;9094;5;7;5;155.27;80.36;776.35;3.49;Marketplace;PIX;357.09999999999997;371.06
40984;2025-11-16;12470;39;2;1;51.69;31.91;51.69;9.3;Marketplace;PIX;10.48;10.48
40985;2025-01-23;14127;38;4;3;48.01;31.8;144.03;25.93;Marketplace;PIX;-29.16000000000001;22.69999999999999
40986;2024-10-15;8291;25;4;2;49.12;31.87;98.24;17.68;App;Crédito;-0.8600000000000065;16.82
40987;2026-05-15;12192;39;8;1;44.66;29.81;44.66;8.04;Marketplace;PIX;6.809999999999999;6.809999999999999
40988;2025-03-11;17411;20;10;1;43.44;33.68;43.44;7.82;Site;PIX;1.9399999999999977;1.9399999999999977
40989;2025-03-29;14597;20;3;1;41.39;30.85;41.39;7.45;Marketplace;PIX;3.0899999999999963;3.0899999999999963
40990;2024-09-09;9350;20;2;1;43.8;33.92;43.8;7.88;Site;PIX;1.999999999999993;1.999999999999993
40991;2025-04-23;8397;20;9;4;43.8;33.14;175.2;22.32;App;PIX;-46.640000000000015;20.319999999999993
40992;2025-04-04;14986;3;4;2;380.83;212.67;761.66;137.1;App;Crédito;62.120000000000005;199.21999999999997
40993;2025-12-08;9411;24;9;6;49.88;33.04;299.28;10.34;Loja Física;Débito;39.00000000000003;90.70000000000005
40994;2024-06-18;1020;25;6;2;50.86;34.75;101.72;0.71;Site;Crédito;30.799999999999997;31.510000000000005
40995;2025-12-11;603;45;1;2;161.6;73.71;323.2;19.72;Loja Física;Crédito;136.34;156.06000000000003
40996;2025-06-02;316;58;3;2;156.24;79.26;312.48;56.25;Marketplace;Crédito;41.46000000000001;97.71000000000001
40997;2025-06-22;1488;47;7;5;267.52;289.03;1337.6;87.48;Marketplace;PIX;-544.95;-195.02999999999997
40998;2026-02-17;6284;46;9;4;356.44;321.71;1425.76;237.67;App;PIX;-811.7599999999999;-98.75
40999;2025-12-23;13903;39;8;5;44.52;29.61;222.6;14.29;Marketplace;Boleto;3.1000000000000227;60.26000000000002
41001;2025-08-26;4880;45;8;2;147.73;80.72;295.46;10.64;Loja Física;Crédito;112.73999999999995;123.38
41002;2025-04-12;3306;12;2;1;323.43;251.32;323.43;58.22;App;PIX;13.890000000000043;13.890000000000043
41003;2024-11-03;18733;20;3;1;41.56;30.22;41.56;7.37;Marketplace;PIX;3.970000000000006;3.970000000000006
41004;2025-08-18;999999;5;8;1;171.42;89.2;171.42;1.85;App;Crédito;80.36999999999999;80.36999999999999
41005;2025-10-18;7488;9;9;2;43.1;25.45;86.2;15.52;App;Crédito;4.260000000000005;19.78000000000001
41006;2026-02-17;5917;5;10;2;181.41;89.2;362.82;18.94;App;Crédito;146.54;165.48
41007;2024-09-22;3039;25;8;3;44.74;33.4;134.22;15.09;Site;Crédito;-11.249999999999986;18.930000000000007
41008;2024-10-18;4680;35;4;4;34.65;26.43;138.6;7.89;Site;PIX;1.3199999999999932;24.99000000000001
41009;2025-04-06;13942;20;6;1;49.13;28.31;49.13;8.84;App;PIX;11.980000000000008;11.980000000000008
41010;2024-12-13;8410;9;5;1;46.21;26.34;46.21;8.32;Site;Crédito;11.55;11.55
41011;2024-07-25;10327;33;4;1;49.77;28.71;49.77;8.96;Site;PIX;12.100000000000001;12.100000000000001
41012;2025-02-16;1027;5;9;2;175.08;88.17;350.16;36.55;Site;PIX;100.72000000000006;137.27
41015;2024-11-08;1681;25;1;2;47.61;30.32;95.22;10.94;Marketplace;Débito;12.700000000000003;23.64
41016;2025-02-23;8072;35;7;2;36.63;26.9;73.26;13.19;Marketplace;Crédito;-6.9199999999999875;6.27000000000001
41017;2026-04-07;8302;39;10;1;45.73;32.52;45.73;4.88;App;Crédito;8.329999999999991;8.329999999999991
41019;2024-08-06;5885;57;3;1;36.86;27.68;36.86;6.63;Site;Crédito;2.5500000000000007;2.5500000000000007
41021;2025-04-15;18735;57;6;2;42.56;29.68;85.12;15.32;Site;PIX;-4.8799999999999955;10.440000000000012
41022;2024-11-14;16958;40;2;2;124.38;85.16;248.76;44.78;Loja Física;Débito;-11.120000000000005;33.66
41023;2026-03-11;6072;24;6;3;47.85;27.51;143.55;0.89;Site;PIX;58.349999999999994;60.130000000000024
41024;2026-05-14;999999;24;5;1;53.89;28.18;53.89;2.79;Marketplace;PIX;22.92;22.92
41025;2024-06-03;15978;60;7;1;233.29;105.26;233.29;23.15;Loja Física;PIX;104.87999999999998;104.87999999999998
41027;2025-02-20;14937;2;9;2;308.94;339.05;617.88;111.22;Site;PIX;-282.66;-171.44000000000005
41028;2026-05-05;14554;35;1;4;34.2;23.72;136.8;4.45;Site;Crédito;24.12000000000002;37.47000000000003
41029;2024-07-16;9761;40;7;8;138.79;89.19;1110.32;25.87;Loja Física;Débito;189.83999999999992;370.93000000000006
41030;2024-12-24;13433;58;3;4;142.25;90.64;569.0;99.8;Marketplace;Boleto;-192.76;106.63999999999999
41031;2024-09-01;13767;57;4;2;39.79;28.32;79.58;11.78;Site;PIX;-0.6200000000000045;11.159999999999997
41032;2026-02-22;18934;39;2;2;50.87;33.83;101.74;12.5;Marketplace;PIX;9.079999999999998;21.58
41033;2025-12-18;7127;24;1;1;57.84;27.45;57.84;10.41;Marketplace;Crédito;19.980000000000008;19.980000000000008
41034;2024-10-02;413;45;10;1;148.3;83.57;148.3;26.69;Loja Física;Crédito;38.04000000000002;38.04000000000002
41035;2025-02-25;13392;12;3;1;313.32;278.7;313.32;56.4;Site;PIX;-21.779999999999973;-21.779999999999973
41036;2026-04-28;10352;39;10;2;51.06;29.04;102.12;8.61;App;Crédito;26.820000000000007;35.43000000000001
41037;2025-03-28;9654;24;9;1;52.57;31.97;52.57;9.46;Marketplace;PIX;11.14;11.14
41039;2025-01-22;801;9;3;1;50.22;26.93;50.22;9.04;App;Crédito;14.25;14.25
41040;2025-11-13;17426;16;5;2;281.59;106.51;563.18;101.37;Site;Boleto;147.41999999999993;248.78999999999994
41041;2026-01-26;6447;58;3;1;160.02;90.73;160.02;28.8;Site;PIX;40.489999999999995;40.489999999999995
41042;2025-04-18;8897;24;4;1;50.95;32.93;50.95;9.17;Loja Física;Crédito;8.850000000000001;8.850000000000001
41043;2024-09-16;16104;9;4;1;48.81;22.85;48.81;8.79;App;Crédito;17.17;17.17
41044;2024-07-24;18949;34;1;4;452.64;359.14;1810.56;88.88;Site;PIX;18.480000000000018;285.1199999999999
41045;2025-06-06;5615;40;6;1;122.18;98.87;122.18;21.99;Site;Crédito;1.3200000000000074;1.3200000000000074
